ONS,2012 Q1,2012 Q2,2012 Q3,2012 Q4,2013 Q1,2013 Q2,2013 Q3,2013 Q4,2014 Q1,2014 Q2,2014 Q3,2014 Q4,2015 Q1,2015 Q2,2015 Q3,2015 Q4,Region,LA,ONS
E09000022,927.0,899.0,924.0,972.0,1033.0,1120.0,1106.0,1165.0,1305.0,1413.0,1518.0,1579.0,1619.0,-,-,-,Lambeth,00AY,E09000022
,67.0,57.0,42.0,52.0,60.0,59.0,37.0,31.0,30.0,33.0,33.0,34.0,46.0,-,-,-,Lancashire,,
E06000016,57.0,47.0,50.0,50.0,52.0,58.0,34.0,38.0,35.0,40.0,40.0,43.0,47.0,-,-,-,Leicester UA,00FN,E06000016
,63.0,52.0,71.0,43.0,52.0,39.0,41.0,42.0,43.0,39.0,36.0,33.0,43.0,-,-,-,Leicestershire,,
E09000023,,,,,,1014.0,1179.0,1242.0,1261.0,1337.0,1429.0,1596.0,1574.0,-,-,-,Lewisham,00AZ,E09000023
,92.0,89.0,91.0,49.0,69.0,66.0,69.0,46.0,53.0,57.0,81.0,77.0,62.0,-,-,-,Lincolnshire,32,
E06000032,477.0,487.0,342.0,,,,,,,,0.0,0.0,703.0,-,-,-,Luton UA,00KA,E06000032
E06000035,61.0,75.0,55.0,67.0,71.0,86.0,103.0,94.0,85.0,104.0,115.0,148.0,185.0,-,-,-,Medway UA,00LC,E06000035
,54.0,58.0,45.0,40.0,46.0,42.0,39.0,32.0,28.0,28.0,36.0,32.0,58.0,-,-,-,Merseyside (Met County),2B,
E09000024,56.0,55.0,70.0,69.0,67.0,80.0,82.0,76.0,89.0,99.0,99.0,111.0,122.0,-,-,-,Merton,00BA,E09000024
E06000002,3.0,2.0,1.0,2.0,1.0,0.0,1.0,,,,,,0.0,-,-,-,Middlesbrough UA,00EC,E06000002
E06000042,39.0,182.0,124.0,,110.0,112.0,124.0,132.0,108.0,69.0,122.0,101.0,,-,-,-,Milton Keynes UA,00MG,E06000042
E09000025,1520.0,1493.0,1522.0,1574.0,,,0.0,,,1905.0,2087.0,2225.0,2553.0,-,-,-,Newham,00BB,E09000025
,70.0,59.0,101.0,85.0,103.0,107.0,118.0,97.0,106.0,123.0,103.0,114.0,123.0,-,-,-,Norfolk,33,
E06000012,8.0,9.0,8.0,6.0,6.0,9.0,5.0,7.0,7.0,11.0,8.0,8.0,8.0,-,-,-,North East Lincolnshire UA,00FC,E06000012
E06000013,6.0,14.0,15.0,8.0,12.0,8.0,7.0,,5.0,9.0,,,6.0,-,-,-,North Lincolnshire UA,00FD,E06000013
E06000024,,31.0,,30.0,30.0,,,,,,,,27.0,-,-,-,North Somerset UA,00HC,E06000024
,101.0,105.0,107.0,95.0,84.0,80.0,66.0,44.0,57.0,59.0,75.0,68.0,67.0,-,-,-,North Yorkshire,36,
,104.0,143.0,131.0,95.0,127.0,113.0,116.0,111.0,54.0,136.0,133.0,94.0,105.0,-,-,-,Northamptonshire,34,
,,,,,,,,,,,,,,-,-,-,Northumberland (pre-2009),35,
E06000057,12.0,9.0,9.0,8.0,5.0,6.0,4.0,,7.0,,,,7.0,-,-,-,Northumberland UA,00EM,E06000057
E06000018,53.0,58.0,71.0,54.0,60.0,55.0,59.0,62.0,66.0,68.0,65.0,72.0,68.0,-,-,-,Nottingham UA,00FY,E06000018
,71.0,71.0,69.0,48.0,71.0,63.0,40.0,29.0,37.0,57.0,45.0,42.0,39.0,-,-,-,Nottinghamshire,,
,161.0,150.0,162.0,175.0,177.0,176.0,179.0,154.0,157.0,146.0,150.0,136.0,149.0,-,-,-,Oxfordshire,38,
E06000031,27.0,39.0,47.0,33.0,60.0,56.0,47.0,31.0,70.0,41.0,38.0,33.0,49.0,-,-,-,Peterborough UA,00JA,E06000031
E06000026,55.0,53.0,49.0,46.0,49.0,54.0,59.0,42.0,61.0,57.0,54.0,50.0,51.0,-,-,-,Plymouth UA,00HG,E06000026
E06000029,61.0,46.0,53.0,54.0,52.0,54.0,48.0,52.0,56.0,52.0,58.0,55.0,63.0,-,-,-,Poole UA,00HP,E06000029
E06000044,55.0,62.0,56.0,40.0,48.0,48.0,40.0,35.0,34.0,37.0,46.0,45.0,31.0,-,-,-,Portsmouth UA,00MR,E06000044
E06000038,45.0,49.0,53.0,60.0,66.0,74.0,89.0,67.0,86.0,110.0,134.0,169.0,187.0,-,-,-,Reading UA,00MC,E06000038
E09000026,1671.0,1663.0,1679.0,1647.0,1700.0,1725.0,1712.0,1677.0,1670.0,1681.0,1716.0,1735.0,1758.0,-,-,-,Redbridge,00BC,E09000026
E06000003,0.0,2.0,0.0,1.0,3.0,0.0,2.0,,,,0.0,,0.0,-,-,-,Redcar and Cleveland UA,00EE,E06000003
E09000027,175.0,155.0,167.0,179.0,205.0,205.0,185.0,185.0,188.0,173.0,170.0,174.0,190.0,-,-,-,Richmond upon Thames,00BD,E09000027
E06000017,1.0,,0.0,1.0,1.0,2.0,3.0,,,,,,,-,-,-,Rutland UA,00FP,E06000017
,,,,,,,,,,,,0.0,0.0,-,-,-,Shropshire (pre-2009),39,
E06000051,53.0,49.0,35.0,27.0,28.0,25.0,24.0,25.0,25.0,31.0,31.0,31.0,33.0,-,-,-,Shropshire UA,00GG,E06000051
E06000039,74.0,79.0,78.0,96.0,84.0,82.0,84.0,68.0,79.0,69.0,99.0,107.0,85.0,-,-,-,Slough UA,00MD,E06000039
,86.0,91.0,94.0,82.0,81.0,77.0,74.0,40.0,44.0,39.0,53.0,35.0,36.0,-,-,-,Somerset,40,
E06000025,46.0,42.0,43.0,39.0,59.0,73.0,69.0,55.0,44.0,70.0,86.0,83.0,61.0,-,-,-,South Gloucestershire UA,00HD,E06000025
,108.0,104.0,97.0,93.0,87.0,76.0,56.0,46.0,46.0,40.0,53.0,51.0,44.0,-,-,-,South Yorkshire (Met County),2C,
E06000045,113.0,107.0,115.0,,112.0,107.0,105.0,107.0,109.0,113.0,113.0,113.0,113.0,-,-,-,Southampton UA,00MS,E06000045
E06000033,18.0,30.0,30.0,20.0,27.0,23.0,,20.0,21.0,22.0,17.0,28.0,47.0,-,-,-,Southend-on-Sea UA,00KF,E06000033
E09000028,577.0,605.0,595.0,573.0,606.0,680.0,692.0,672.0,687.0,738.0,784.0,764.0,832.0,-,-,-,Southwark,00BE,E09000028
,31.0,43.0,29.0,29.0,36.0,31.0,36.0,10.0,29.0,38.0,37.0,31.0,35.0,-,-,-,Staffordshire,,
E06000004,31.0,24.0,22.0,,16.0,17.0,18.0,,,,11.0,22.0,21.0,-,-,-,Stockton-on-Tees UA,00EF,E06000004
E06000021,2.0,5.0,2.0,4.0,6.0,8.0,5.0,5.0,7.0,6.0,,7.0,9.0,-,-,-,Stoke-on-Trent UA,00GL,E06000021
,54.0,78.0,82.0,77.0,78.0,94.0,119.0,98.0,96.0,82.0,69.0,87.0,77.0,-,-,-,Suffolk,42,
,274.0,325.0,342.0,337.0,369.0,421.0,452.0,441.0,486.0,490.0,553.0,566.0,581.0,-,-,-,Surrey,43,
E09000029,216.0,214.0,219.0,214.0,202.0,208.0,198.0,175.0,180.0,155.0,201.0,213.0,231.0,-,-,-,Sutton,00BF,E09000029
E06000030,122.0,147.0,122.0,127.0,136.0,150.0,137.0,141.0,151.0,157.0,175.0,186.0,196.0,-,-,-,Swindon UA,00HX,E06000030
E06000020,41.0,42.0,27.0,33.0,29.0,32.0,41.0,31.0,29.0,34.0,37.0,35.0,32.0,-,-,-,Telford and Wrekin UA,00GF,E06000020
E06000034,46.0,49.0,32.0,33.0,46.0,49.0,41.0,40.0,45.0,75.0,61.0,55.0,59.0,-,-,-,Thurrock UA,00KG,E06000034
E06000027,9.0,17.0,13.0,10.0,13.0,21.0,16.0,10.0,14.0,9.0,15.0,17.0,7.0,-,-,-,Torbay UA,00HH,E06000027
E09000030,1519.0,1486.0,1490.0,1541.0,1589.0,1659.0,1716.0,1724.0,1761.0,1761.0,1764.0,1806.0,1896.0,-,-,-,Tower Hamlets,00BG,E09000030
,53.0,75.0,57.0,47.0,52.0,60.0,50.0,39.0,53.0,46.0,44.0,43.0,46.0,-,-,-,Tyne and Wear (Met County),2D,
E09000031,1037.0,1070.0,1101.0,1057.0,1136.0,1128.0,1179.0,1237.0,1300.0,1368.0,1452.0,1616.0,1758.0,-,-,-,Waltham Forest,00BH,E09000031
E09000032,373.0,388.0,391.0,438.0,491.0,535.0,568.0,619.0,675.0,763.0,825.0,833.0,880.0,-,-,-,Wandsworth,00BJ,E09000032
E06000007,19.0,17.0,23.0,14.0,15.0,13.0,16.0,11.0,14.0,13.0,14.0,11.0,13.0,-,-,-,Warrington UA,00EU,E06000007
,31.0,49.0,48.0,49.0,53.0,63.0,54.0,39.0,46.0,34.0,34.0,42.0,57.0,-,-,-,Warwickshire,44,
E06000037,44.0,46.0,48.0,42.0,,42.0,44.0,36.0,37.0,36.0,40.0,35.0,38.0,-,-,-,West Berkshire UA,00MB,E06000037
,729.0,797.0,857.0,805.0,899.0,895.0,804.0,793.0,768.0,811.0,918.0,788.0,876.0,-,-,-,West Midlands (Met County),2E,
,385.0,410.0,477.0,456.0,457.0,451.0,461.0,282.0,253.0,267.0,383.0,385.0,382.0,-,-,-,West Sussex,45,
,161.0,191.0,181.0,170.0,127.0,131.0,114.0,82.0,93.0,100.0,116.0,108.0,139.0,-,-,-,West Yorkshire (Met County),2F,
E09000033,,,,,396.0,1819.0,1742.0,1798.0,1753.0,1865.0,2013.0,2022.0,2035.0,-,-,-,Westminster,00BK,E09000033
,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,Wiltshire (pre-2009),46,
E06000054,91.0,107.0,113.0,105.0,103.0,98.0,112.0,94.0,100.0,96.0,109.0,95.0,85.0,-,-,-,Wiltshire UA,00HY,E06000054
E06000040,,,38.0,,40.0,24.0,,,,,19.0,8.0,16.0,-,-,-,Windsor and Maidenhead UA,00ME,E06000040
E06000041,10.0,15.0,6.0,8.0,5.0,10.0,8.0,11.0,8.0,9.0,9.0,16.0,15.0,-,-,-,Wokingham UA,00MF,E06000041
,90.0,82.0,87.0,66.0,71.0,78.0,69.0,61.0,60.0,57.0,65.0,60.0,57.0,-,-,-,Worcestershire,,
E06000014,53.0,48.0,57.0,50.0,50.0,44.0,50.0,40.0,45.0,32.0,37.0,36.0,41.0,-,-,-,York UA,00FF,E06000014
E07000223,69.0,65.0,65.0,63.0,66.0,66.0,61.0,,,,54.0,56.0,55.0,-,-,-,Adur,45UB,E07000223
E07000026,3.0,5.0,8.0,2.0,1.0,7.0,1.0,,,,0.0,,,-,-,-,Allerdale,16UB,E07000026
,,,,,,,,,,,,,,-,-,-,Alnwick,35UB,
E07000032,8.0,11.0,11.0,19.0,13.0,17.0,12.0,11.0,12.0,16.0,15.0,17.0,17.0,-,-,-,Amber Valley,17UB,E07000032
E07000224,37.0,39.0,44.0,51.0,37.0,55.0,53.0,37.0,45.0,54.0,56.0,53.0,49.0,-,-,-,Arun,45UC,E07000224
E07000170,6.0,4.0,1.0,4.0,11.0,4.0,8.0,,6.0,7.0,9.0,6.0,8.0,-,-,-,Ashfield,37UB,E07000170
E07000105,74.0,85.0,94.0,106.0,85.0,91.0,104.0,91.0,94.0,101.0,93.0,82.0,80.0,-,-,-,Ashford,29UB,E07000105
E07000004,11.0,12.0,7.0,6.0,4.0,9.0,6.0,8.0,13.0,10.0,15.0,10.0,10.0,-,-,-,Aylesbury Vale,11UB,E07000004
E07000200,1.0,0.0,2.0,3.0,3.0,17.0,13.0,19.0,23.0,18.0,19.0,19.0,20.0,-,-,-,Babergh,42UB,E07000200
E08000016,6.0,9.0,7.0,5.0,6.0,7.0,2.0,,,,,,,-,-,-,Barnsley,00CC,E08000016
E07000027,6.0,6.0,6.0,0.0,2.0,1.0,1.0,,,,,,,-,-,-,Barrow-in-Furness,16UC,E07000027
E07000066,213.0,209.0,232.0,212.0,215.0,215.0,202.0,219.0,265.0,287.0,336.0,380.0,384.0,-,-,-,Basildon,22UB,E07000066
E07000084,4.0,5.0,4.0,5.0,7.0,11.0,12.0,,,,32.0,42.0,56.0,-,-,-,Basingstoke and Deane,24UB,E07000084
E07000171,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,-,-,-,Bassetlaw,37UC,E07000171
E06000055,,,,,,,,,,,,,,-,-,-,Bedford,09UD,E06000055
,,,,,,,,,,,,,,-,-,-,Berwick-upon-Tweed,35UC,
E08000025,550.0,615.0,659.0,644.0,726.0,715.0,663.0,631.0,598.0,647.0,631.0,638.0,703.0,-,-,-,Birmingham,00CN,E08000025
E07000129,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,-,-,-,Blaby,31UB,E07000129
,,,,,,,,,,,,,,-,-,-,Blyth Valley,35UD,
E07000033,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,Bolsover,17UC,E07000033
E08000001,36.0,37.0,37.0,29.0,33.0,36.0,30.0,33.0,36.0,32.0,,22.0,28.0,-,-,-,Bolton,00BL,E08000001
E07000136,13.0,13.0,10.0,10.0,10.0,9.0,10.0,,,,10.0,10.0,7.0,-,-,-,Boston,32UB,E07000136
E08000032,15.0,31.0,26.0,20.0,20.0,38.0,20.0,13.0,20.0,29.0,24.0,22.0,39.0,-,-,-,Bradford,00CX,E08000032
E07000067,27.0,32.0,42.0,47.0,53.0,45.0,46.0,48.0,42.0,39.0,34.0,45.0,44.0,-,-,-,Braintree,22UC,E07000067
E07000143,10.0,1.0,11.0,,,,2.0,,,5.0,7.0,6.0,14.0,-,-,-,Breckland,33UB,E07000143
E07000068,26.0,25.0,25.0,27.0,28.0,28.0,32.0,32.0,30.0,,34.0,37.0,33.0,-,-,-,Brentwood,22UD,E07000068
,,,,,,,,,,,,,,-,-,-,Bridgnorth,39UB,
E07000144,17.0,12.0,7.0,18.0,22.0,24.0,16.0,15.0,17.0,24.0,,22.0,28.0,-,-,-,Broadland,33UC,E07000144
E07000234,17.0,17.0,21.0,17.0,18.0,21.0,21.0,21.0,20.0,12.0,16.0,13.0,11.0,-,-,-,Bromsgrove,47UB,E07000234
E07000095,78.0,104.0,141.0,,210.0,233.0,234.0,127.0,101.0,100.0,98.0,96.0,86.0,-,-,-,Broxbourne,26UB,E07000095
E07000172,2.0,4.0,2.0,2.0,1.0,1.0,3.0,,,,,,,-,-,-,Broxtowe,37UD,E07000172
E07000117,3.0,4.0,2.0,3.0,1.0,4.0,2.0,,,,,,0.0,-,-,-,Burnley,30UD,E07000117
E08000002,10.0,8.0,6.0,2.0,4.0,8.0,4.0,5.0,7.0,9.0,,5.0,,-,-,-,Bury,00BM,E08000002
E08000033,13.0,14.0,16.0,8.0,14.0,14.0,16.0,12.0,14.0,10.0,9.0,7.0,7.0,-,-,-,Calderdale,00CY,E08000033
E07000008,74.0,67.0,68.0,57.0,62.0,60.0,66.0,50.0,53.0,45.0,50.0,36.0,53.0,-,-,-,Cambridge,12UB,E07000008
E07000192,1.0,2.0,3.0,3.0,2.0,2.0,4.0,,,,,,0.0,-,-,-,Cannock Chase,41UB,E07000192
E07000106,6.0,11.0,10.0,26.0,37.0,39.0,37.0,28.0,30.0,34.0,21.0,26.0,25.0,-,-,-,Canterbury,29UC,E07000106
,,,,,,,,,,,,,,-,-,-,Caradon,15UB,
E07000028,8.0,9.0,7.0,9.0,4.0,3.0,8.0,,,,5.0,5.0,5.0,-,-,-,Carlisle,16UD,E07000028
,,,,,,,,,,,,,,-,-,-,Carrick,15UC,
,,,,,,,,,,,,,,-,-,-,Castle Morpeth,35UE,
E07000069,45.0,47.0,53.0,51.0,54.0,59.0,54.0,40.0,38.0,40.0,45.0,40.0,37.0,-,-,-,Castle Point,22UE,E07000069
E07000130,32.0,23.0,32.0,18.0,27.0,14.0,18.0,15.0,18.0,17.0,13.0,8.0,10.0,-,-,-,Charnwood,31UC,E07000130
E07000070,52.0,37.0,54.0,47.0,40.0,65.0,69.0,66.0,72.0,87.0,103.0,97.0,103.0,-,-,-,Chelmsford,22UF,E07000070
E07000078,13.0,11.0,8.0,6.0,5.0,6.0,7.0,,,5.0,,,,-,-,-,Cheltenham,23UB,E07000078
E07000177,24.0,19.0,25.0,28.0,39.0,33.0,35.0,23.0,22.0,31.0,28.0,27.0,31.0,-,-,-,Cherwell,38UB,E07000177
,,,,,,,,,,,,,,-,-,-,Chester,13UB,
,,,,,,,,,,,,,,-,-,-,Chester-le-Street,20UB,
E07000034,7.0,7.0,9.0,11.0,6.0,9.0,6.0,10.0,6.0,15.0,10.0,8.0,,-,-,-,Chesterfield,17UD,E07000034
E07000225,23.0,22.0,22.0,14.0,20.0,17.0,30.0,,,,18.0,23.0,23.0,-,-,-,Chichester,45UD,E07000225
E07000005,14.0,16.0,11.0,13.0,15.0,12.0,10.0,,,,16.0,20.0,20.0,-,-,-,Chiltern,11UC,E07000005
