"date","geography","geography code","Rural Urban","Ethnic Group: All usual residents; measures: Value","Ethnic Group: White; measures: Value","Ethnic Group: White: English/Welsh/Scottish/Northern Irish/British; measures: Value","Ethnic Group: White: Irish; measures: Value","Ethnic Group: White: Gypsy or Irish Traveller; measures: Value","Ethnic Group: White: Other White; measures: Value","Ethnic Group: Mixed/multiple ethnic groups; measures: Value","Ethnic Group: Mixed/multiple ethnic groups: White and Black Caribbean; measures: Value","Ethnic Group: Mixed/multiple ethnic groups: White and Black African; measures: Value","Ethnic Group: Mixed/multiple ethnic groups: White and Asian; measures: Value","Ethnic Group: Mixed/multiple ethnic groups: Other Mixed; measures: Value","Ethnic Group: Asian/Asian British; measures: Value","Ethnic Group: Asian/Asian British: Indian; measures: Value","Ethnic Group: Asian/Asian British: Pakistani; measures: Value","Ethnic Group: Asian/Asian British: Bangladeshi; measures: Value","Ethnic Group: Asian/Asian British: Chinese; measures: Value","Ethnic Group: Asian/Asian British: Other Asian; measures: Value","Ethnic Group: Black/African/Caribbean/Black British; measures: Value","Ethnic Group: Black/African/Caribbean/Black British: African; measures: Value","Ethnic Group: Black/African/Caribbean/Black British: Caribbean; measures: Value","Ethnic Group: Black/African/Caribbean/Black British: Other Black; measures: Value","Ethnic Group: Other ethnic group; measures: Value","Ethnic Group: Other ethnic group: Arab; measures: Value","Ethnic Group: Other ethnic group: Any other ethnic group; measures: Value"
"2011","Cheltenham","E07000078","Total",115732,109084,102140,1058,68,5818,1878,493,256,661,468,3675,1584,179,315,760,837,721,527,124,70,374,172,202
"2011","Cotswold","E07000079","Total",82881,81075,78284,503,87,2201,698,167,86,274,171,794,218,16,38,223,299,229,136,47,46,85,4,81
"2011","Forest of Dean","E07000080","Total",81961,80699,79227,277,78,1117,528,170,82,181,95,473,159,25,1,129,159,199,99,58,42,62,5,57
"2011","Gloucester","E07000081","Total",121688,108462,102912,850,136,4564,3565,2139,316,551,559,5839,3204,639,490,448,1058,3486,1100,1880,506,336,119,217
"2011","Stroud","E07000082","Total",112779,110426,107026,591,57,2752,1216,364,129,428,295,751,177,28,53,193,300,260,96,125,39,126,33,93
"2011","Tewkesbury","E07000083","Total",81943,79901,77010,480,305,2106,776,294,54,258,170,901,387,55,63,158,238,255,132,79,44,110,31,79
"2011","Mendip","E07000187","Total",109279,107057,102987,596,246,3228,996,266,144,354,232,929,227,21,69,256,356,210,124,57,29,87,25,62
"2011","Sedgemoor","E07000188","Total",114588,112724,109199,459,132,2934,869,285,105,278,201,735,144,34,150,139,268,140,76,54,10,120,34,86
"2011","South Somerset","E07000189","Total",161243,158130,153123,550,148,4309,1158,305,191,382,280,1409,342,87,90,378,512,357,207,111,39,189,44,145
"2011","Taunton Deane","E07000190","Total",110187,107116,103020,499,193,3404,1010,266,183,322,239,1608,324,59,108,448,669,286,190,62,34,167,63,104
"2011","West Somerset","E07000191","Total",34675,34228,33229,153,14,832,208,78,27,71,32,192,32,2,25,26,107,20,10,7,3,27,9,18
"2011","Anglesey","W06000001","Total",69751,68520,67349,476,65,630,480,180,41,180,79,491,135,33,53,153,117,81,50,25,6,179,134,45
"2011","Gwynedd","W06000002","Total",121874,117573,115072,570,153,1778,964,287,126,332,219,2170,461,220,176,905,408,289,195,70,24,878,700,178
"2011","Conwy","W06000003","Total",115228,112549,109911,840,65,1733,894,294,124,275,201,1252,317,101,134,376,324,199,114,54,31,334,200,134
"2011","Denbighshire","W06000004","Total",93734,91254,89581,533,34,1106,751,251,80,269,151,1430,240,157,111,346,576,161,104,35,22,138,39,99
"2011","Flintshire","W06000005","Total",152506,150161,146185,693,95,3188,851,267,121,258,205,1201,296,87,223,323,272,142,88,42,12,151,50,101
"2011","Wrexham","W06000006","Total",134844,130647,125477,492,104,4574,1010,264,180,326,240,2321,857,181,206,426,651,625,526,57,42,241,96,145
"2011","Powys","W06000023","Total",132976,130827,127773,502,128,2424,760,208,82,294,176,1142,145,9,67,171,750,132,42,70,20,115,23,92
"2011","Ceredigion","W06000008","Total",75922,73443,70717,478,74,2174,736,198,75,251,212,1099,367,81,91,322,238,266,164,86,16,378,197,181
"2011","Pembrokeshire","W06000009","Total",122439,120121,117092,834,454,1741,733,234,78,261,160,1192,341,69,103,205,474,179,94,44,41,214,61,153
"2011","Carmarthenshire","W06000010","Total",183777,180323,175591,754,335,3643,1033,326,118,364,225,1837,563,159,117,298,700,279,115,115,49,305,132,173
"2011","Swansea","W06000011","Total",239023,224697,218655,1101,85,4856,2160,548,280,781,551,7803,1477,591,1944,2052,1739,1983,1707,172,104,2380,1694,686
"2011","Neath Port Talbot","W06000012","Total",139812,137087,135450,474,125,1038,910,384,75,262,189,1369,280,125,311,280,373,299,97,175,27,147,53,94
"2011","Bridgend","W06000013","Total",139178,136090,133656,474,63,1897,998,338,120,264,276,1549,337,122,114,356,620,315,152,121,42,226,75,151
"2011","The Vale of Glamorgan","W06000014","Total",126336,121838,119212,639,21,1966,1695,629,247,431,388,1967,566,216,121,454,610,489,165,252,72,347,174,173
"2011","Cardiff","W06000015","Total",346090,293114,277798,2547,521,12248,10031,3641,1742,2459,2189,27885,7886,6354,4838,4168,4639,8201,5213,1322,1666,6859,4707,2152
"2011","Rhondda, Cynon, Taff","W06000016","Total",234410,228241,225716,582,53,1890,1506,550,192,420,344,3030,656,267,106,1065,936,1308,1140,99,69,325,160,165
"2011","Merthyr Tydfil","W06000024","Total",58802,57391,55635,122,62,1572,462,154,46,151,111,696,168,50,45,120,313,143,118,10,15,110,32,78
"2011","Caerphilly","W06000018","Total",178806,175845,173899,402,31,1513,1174,454,147,296,277,1346,327,123,32,495,369,242,121,112,9,199,67,132
"2011","Blaenau Gwent","W06000019","Total",69814,68750,67954,102,72,622,394,163,36,106,89,485,202,39,26,122,96,95,56,33,6,90,12,78
"2011","Torfaen","W06000020","Total",91075,89231,88209,307,155,560,603,237,103,138,125,977,172,64,80,208,453,169,47,88,34,95,14,81
"2011","Monmouthshire","W06000021","Total",91323,89526,87762,395,6,1363,624,174,51,232,167,900,245,54,40,193,368,144,80,45,19,129,69,60
"2011","Newport","W06000022","Total",145736,131025,126756,769,84,3416,2752,1318,360,669,405,7986,1218,3127,1749,600,1292,2535,1499,782,254,1438,926,512

